Dia;Temperatura_C;Umidade_RH;Maquina
23;11,3;56,5;RS1-060
23;11,5;55,5;RS1-060
23;11,9;54,5;RS1-060
23;11,4;55,0;RS1-060
23;11,5;55,5;RS1-060
23;11,7;55,0;RS1-060
23;11,1;56,0;RS1-060
23;11,1;57,0;RS1-060
23;11,4;55,5;RS1-060
23;11,8;54,5;RS1-060
23;10,8;57,0;RS1-060
23;11,9;57,5;RS1-060
23;11,5;57,0;RS1-060
23;11,9;55,5;RS1-060
23;11,9;56,5;RS1-060
23;11,6;58,0;RS1-060
22;11,8;53,5;RS1-070
22;11,4;54,0;RS1-070
22;11,4;55,0;RS1-070
22;11,8;55,0;RS1-070
22;11,3;53,5;RS1-070
22;11,9;54,0;RS1-070
22;11,3;54,0;RS1-070
22;11,9;58,5;RS1-070
22;11,6;54,5;RS1-070
22;11,9;53,5;RS1-070
22;11,3;53,0;RS1-070
22;11,1;55,0;RS1-070
22;11,8;53,5;RS1-070
22;11,8;55,0;RS1-070
22;11,3;55,0;RS1-070
22;11,7;55,5;RS1-070
22;12,0;54,0;RS1-070
22;11,7;54,0;RS1-070
22;11,6;54,5;RS1-070
22;12,0;56,5;RS1-070
22;10,9;56,0;RS1-070
22;11,5;54,5;RS1-070
22;11,3;54,5;RS1-070
22;11,4;55,5;RS1-070
22;11,8;53,0;RS1-070
22;11,4;55,0;RS1-070
22;11,3;55,5;RS1-070
22;11,2;56,0;RS1-070
23;11,4;53,5;RS1-070
23;11,8;52,5;RS1-070
23;12,0;53,0;RS1-070
23;11,9;56,5;RS1-070
23;11,4;54,0;RS1-070
23;11,5;53,5;RS1-070
23;11,7;53,0;RS1-070
23;11,4;54,5;RS1-070
23;11,6;53,0;RS1-070
23;11,2;54,0;RS1-070
23;11,3;54,5;RS1-070
23;11,4;55,5;RS1-070
23;11,6;53,0;RS1-070
23;11,8;53,0;RS1-070
23;11,1;55,0;RS1-070
23;12,2;56,5;RS1-070
23;11,0;56,0;RS1-070
23;11,8;55,0;RS1-070
23;11,7;55,0;RS1-070
23;11,9;56,0;RS1-070
22;11,6;56,5;RS1-080
22;11,3;57,0;RS1-080
22;11,3;57,5;RS1-080
22;11,6;56,5;RS1-080
22;11,4;57,0;RS1-080
22;11,8;55,5;RS1-080
22;10,5;59,0;RS1-080
22;12,0;60,5;RS1-080
22;11,1;59,5;RS1-080
22;11,8;56,0;RS1-080
22;10,3;58,5;RS1-080
22;10,6;59,0;RS1-080
22;11,3;57,5;RS1-080
22;11,4;58,5;RS1-080
22;10,8;58,5;RS1-080
22;11,0;59,5;RS1-080
22;11,4;58,5;RS1-080
22;11,5;56,5;RS1-080
22;11,4;56,0;RS1-080
22;11,9;59,5;RS1-080
22;10,8;59,0;RS1-080
22;11,2;57,0;RS1-080
22;10,9;57,0;RS1-080
22;10,9;57,5;RS1-080
22;11,3;57,0;RS1-080
22;11,4;58,0;RS1-080
22;11,0;58,0;RS1-080
22;10,7;58,5;RS1-080
23;10,9;57,5;RS1-080
23;11,6;55,5;RS1-080
23;11,7;55,5;RS1-080
23;11,9;59,0;RS1-080
23;10,9;58,0;RS1-080
23;11,3;56,0;RS1-080
23;11,6;55,5;RS1-080
23;11,0;57,0;RS1-080
23;11,2;57,0;RS1-080
23;11,4;56,0;RS1-080
23;10,9;57,0;RS1-080
23;11,0;58,0;RS1-080
23;11,2;57,0;RS1-080
23;11,7;55,5;RS1-080
23;11,0;56,5;RS1-080
23;12,0;59,0;RS1-080
23;11,1;59,0;RS1-080
23;11,7;57,0;RS1-080
23;11,7;57,5;RS1-080
23;11,7;59,0;RS1-080
22;10,9;57,0;RS1-090
22;11,9;56,5;RS1-090
22;10,2;58,0;RS1-090
22;10,7;58,0;RS1-090
22;10,9;57,0;RS1-090
22;11,0;56,0;RS1-090
22;10,9;57,5;RS1-090
22;11,9;59,5;RS1-090
22;10,7;58,5;RS1-090
22;11,2;57,0;RS1-090
22;10,9;57,0;RS1-090
22;10,8;57,5;RS1-090
22;10,9;57,5;RS1-090
22;12,0;57,5;RS1-090
22;10,3;58,0;RS1-090
22;10,5;59,5;RS1-090
22;10,9;58,5;RS1-090
22;10,9;57,0;RS1-090
22;10,7;57,0;RS1-090
22;11,6;60,0;RS1-090
22;10,6;59,0;RS1-090
22;10,3;58,0;RS1-090
22;10,3;57,5;RS1-090
22;10,3;58,5;RS1-090
22;10,7;58,0;RS1-090
22;11,8;57,5;RS1-090
22;10,3;58,5;RS1-090
22;10,2;59,5;RS1-090
23;10,6;57,5;RS1-090
23;10,8;56,5;RS1-090
23;10,9;56,5;RS1-090
23;11,8;59,0;RS1-090
23;10,7;58,0;RS1-090
23;10,6;57,0;RS1-090
23;10,8;56,0;RS1-090
23;10,4;58,0;RS1-090
23;10,7;57,5;RS1-090
23;11,9;56,0;RS1-090
23;10,3;57,0;RS1-090
23;10,3;58,5;RS1-090
23;10,7;57,5;RS1-090
23;10,9;56,0;RS1-090
23;10,4;57,0;RS1-090
23;12,0;59,5;RS1-090
23;10,7;59,0;RS1-090
23;10,8;58,0;RS1-090
23;10,8;59,0;RS1-090
23;10,8;60,0;RS1-090
22;11,6;56,3;RS1-180
22;11,1;56,8;RS1-180
22;11,2;57,8;RS1-180
22;11,7;55,9;RS1-180
22;11,9;55,5;RS1-180
22;12,0;55,0;RS1-180
22;11,8;56,3;RS1-180
22;11,1;58,5;RS1-180
22;10,9;58,3;RS1-180
22;11,6;55,7;RS1-180
22;11,6;55,9;RS1-180
22;11,5;55,5;RS1-180
22;11,6;56,3;RS1-180
22;11,3;57,4;RS1-180
22;11,3;58,9;RS1-180
22;11,6;56,8;RS1-180
22;11,7;55,9;RS1-180
22;11,4;55,8;RS1-180
22;11,9;56,3;RS1-180
22;11,1;57,6;RS1-180
22;11,1;57,8;RS1-180
22;11,1;56,3;RS1-180
22;11,5;55,0;RS1-180
22;11,7;55,4;RS1-180
22;12,1;55,4;RS1-180
22;11,2;57,0;RS1-180
22;11,3;56,9;RS1-180
22;11,3;56,3;RS1-180
23;11,5;54,8;RS1-180
23;12,0;53,1;RS1-180
23;12,1;54,8;RS1-180
23;11,1;57,8;RS1-180
23;11,2;56,3;RS1-180
23;11,3;54,8;RS1-180
23;12,0;53,7;RS1-180
23;11,3;55,8;RS1-180
23;11,6;56,3;RS1-180
23;11,3;55,9;RS1-180
23;11,4;55,4;RS1-180
23;11,5;55,9;RS1-180
23;11,9;54,3;RS1-180
23;11,5;55,2;RS1-180
23;11,8;54,3;RS1-180
23;11,7;54,8;RS1-180
23;11,7;54,8;RS1-180
23;12,0;54,6;RS1-180
23;12,1;54,7;RS1-180
23;11,9;55,9;RS1-180
22;11,4;55,9;RS1-190
22;11,5;56,7;RS1-190
22;10,9;57,1;RS1-190
22;11,2;57,3;RS1-190
22;11,5;56,5;RS1-190
22;11,6;54,7;RS1-190
22;11,4;57,4;RS1-190
22;11,5;59,5;RS1-190
22;11,2;58,2;RS1-190
22;11,7;55,6;RS1-190
22;11,7;55,8;RS1-190
22;11,4;56,5;RS1-190
22;11,6;55,8;RS1-190
22;11,7;56,7;RS1-190
22;11,1;57,1;RS1-190
22;11,4;57,3;RS1-190
22;11,7;56,0;RS1-190
22;11,7;55,3;RS1-190
22;11,5;55,6;RS1-190
22;11,6;58,6;RS1-190
22;10,9;58,4;RS1-190
22;11,0;56,4;RS1-190
22;11,0;56,3;RS1-190
22;11,0;57,3;RS1-190
22;11,6;55,6;RS1-190
22;11,8;56,9;RS1-190
22;11,0;57,7;RS1-190
22;10,8;58,2;RS1-190
23;11,1;56,0;RS1-190
23;11,5;54,5;RS1-190
23;11,7;54,5;RS1-190
23;11,5;57,7;RS1-190
23;11,2;57,3;RS1-190
23;11,3;55,1;RS1-190
23;11,6;54,3;RS1-190
23;11,2;57,1;RS1-190
23;11,4;55,1;RS1-190
23;11,8;55,6;RS1-190
23;11,1;56,4;RS1-190
23;11,0;57,5;RS1-190
23;11,3;55,4;RS1-190
23;11,8;53,8;RS1-190
23;11,3;55,8;RS1-190
23;12,0;58,0;RS1-190
23;11,2;57,7;RS1-190
23;11,4;56,3;RS1-190
23;11,4;57,2;RS1-190
23;11,4;58,4;RS1-190
23;10,5;57,5;RS1-002
23;11,0;57,5;RS1-002
23;11,1;56,0;RS1-002
23;10,8;58,0;RS1-002
23;10,8;58,0;RS1-002
23;11,2;59,0;RS1-002
23;11,0;59,0;RS1-002
23;10,7;59,5;RS1-002
23;10,6;59,5;RS1-002
23;10,8;59,5;RS1-002
23;10,9;59,0;RS1-002
23;11,9;58,0;RS1-002
23;11,7;56,5;RS1-002
23;11,8;56,5;RS1-002
23;11,2;57,0;RS1-002
23;10,6;59,0;RS1-002
23;10,7;58,5;RS1-002
23;10,4;58,5;RS1-002
23;11,8;58,5;RS1-002
23;11,5;57,5;RS1-002
23;11,8;56,0;RS1-002
23;11,5;56,0;RS1-002
23;10,8;57,5;RS1-002
23;10,3;58,5;RS1-002
23;10,6;58,5;RS1-002
23;11,2;58,0;RS1-002
23;11,8;57,0;RS1-002
23;11,5;56,5;RS1-002
23;11,7;55,5;RS1-002
23;11,5;54,5;RS1-002
23;10,8;56,0;RS1-002
23;10,2;58,0;RS1-002
23;10,3;57,5;RS1-002
24;10,7;56,5;RS1-002
24;11,7;56,0;RS1-002
24;11,5;55,0;RS1-002
24;11,8;54,5;RS1-002
24;11,4;55,0;RS1-002
24;11,9;55,0;RS1-002
24;11,4;54,5;RS1-002
24;11,8;54,0;RS1-002
24;11,4;54,0;RS1-002
24;11,9;55,5;RS1-002
24;10,3;57,5;RS1-002
24;10,4;57,0;RS1-002
24;10,8;56,0;RS1-002
24;11,7;55,0;RS1-002
24;11,7;54,0;RS1-002
24;11,7;54,5;RS1-002
23;11,7;55,5;RS1-010
23;11,8;55,5;RS1-010
23;12,4;56,5;RS1-010
23;12,1;56,5;RS1-010
23;12,2;57,0;RS1-010
23;12,2;57,0;RS1-010
23;12,3;58,0;RS1-010
23;11,9;58,0;RS1-010
23;11,9;58,0;RS1-010
23;11,9;57,5;RS1-010
23;12,2;58,0;RS1-010
23;12,1;57,5;RS1-010
23;11,7;57,5;RS1-010
23;11,6;57,5;RS1-010
23;12,1;58,0;RS1-010
23;11,7;58,0;RS1-010
23;11,7;57,5;RS1-010
23;11,4;57,5;RS1-010
23;12,1;59,0;RS1-010
23;11,5;58,5;RS1-010
23;11,5;58,5;RS1-010
23;11,3;58,5;RS1-010
23;12,1;58,5;RS1-010
23;11,4;58,0;RS1-010
23;11,5;57,0;RS1-010
23;11,2;57,5;RS1-010
23;12,1;58,0;RS1-010
23;11,5;57,5;RS1-010
23;11,4;57,5;RS1-010
23;11,2;57,0;RS1-010
23;12,1;57,5;RS1-010
23;11,2;57,5;RS1-010
23;11,2;57,0;RS1-010
24;11,2;57,0;RS1-010
24;12,0;57,0;RS1-010
24;11,4;56,0;RS1-010
24;11,4;56,0;RS1-010
24;11,2;57,0;RS1-010
24;12,1;57,0;RS1-010
24;11,3;56,5;RS1-010
24;11,4;56,5;RS1-010
24;11,2;56,5;RS1-010
24;12,1;56,5;RS1-010
24;11,2;57,0;RS1-010
24;11,2;56,5;RS1-010
24;11,2;56,0;RS1-010
24;12,0;56,0;RS1-010
24;11,6;55,5;RS1-010
24;11,5;56,0;RS1-010
23;12,0;54,0;RS1-020
23;12,0;54,0;RS1-020
23;12,0;55,0;RS1-020
23;12,3;55,5;RS1-020
23;12,3;55,0;RS1-020
23;12,0;54,5;RS1-020
23;12,1;55,5;RS1-020
23;12,1;56,0;RS1-020
23;11,9;55,0;RS1-020
23;11,9;55,0;RS1-020
23;12,1;55,0;RS1-020
23;12,3;55,5;RS1-020
23;11,9;54,5;RS1-020
23;11,9;54,5;RS1-020
23;11,5;57,0;RS1-020
23;11,8;57,0;RS1-020
23;11,7;56,5;RS1-020
23;11,3;56,5;RS1-020
23;11,5;57,5;RS1-020
23;11,6;58,0;RS1-020
23;11,7;56,5;RS1-020
23;11,7;56,5;RS1-020
23;11,8;56,5;RS1-020
23;11,5;57,5;RS1-020
23;11,9;57,0;RS1-020
23;11,3;56,5;RS1-020
23;11,7;56,0;RS1-020
23;11,7;56,5;RS1-020
23;11,7;56,0;RS1-020
23;11,6;55,5;RS1-020
23;12,0;56,0;RS1-020
23;11,3;57,0;RS1-020
23;11,6;56,0;RS1-020
24;11,6;55,5;RS1-020
24;11,7;55,5;RS1-020
24;11,7;55,5;RS1-020
24;11,9;55,5;RS1-020
24;11,4;56,0;RS1-020
24;11,7;55,0;RS1-020
24;11,5;56,0;RS1-020
24;11,7;54,5;RS1-020
24;11,6;55,0;RS1-020
24;12,0;56,0;RS1-020
24;11,5;56,0;RS1-020
24;11,6;55,5;RS1-020
24;11,6;55,0;RS1-020
24;11,7;54,5;RS1-020
24;11,8;54,5;RS1-020
24;11,7;55,5;RS1-020
23;10,9;56,0;RS1-030
23;11,5;56,0;RS1-030
23;11,3;56,5;RS1-030
23;12,0;56,0;RS1-030
23;11,9;55,5;RS1-030
23;10,9;57,5;RS1-030
23;11,9;57,0;RS1-030
23;11,3;59,0;RS1-030
23;11,0;58,5;RS1-030
23;11,6;56,0;RS1-030
23;11,9;55,5;RS1-030
23;11,9;55,5;RS1-030
23;10,5;58,0;RS1-030
23;10,9;58,5;RS1-030
23;10,9;57,5;RS1-030
23;11,2;58,5;RS1-030
23;10,9;56,5;RS1-030
23;10,4;57,5;RS1-030
23;11,3;57,5;RS1-030
23;11,2;59,0;RS1-030
23;10,6;56,0;RS1-030
23;10,7;57,5;RS1-030
23;12,0;55,5;RS1-030
23;11,4;56,5;RS1-030
23;11,5;55,0;RS1-030
23;11,4;55,5;RS1-030
23;11,6;55,0;RS1-030
23;11,3;55,0;RS1-030
23;10,9;53,5;RS1-030
23;10,7;55,5;RS1-030
23;11,4;56,0;RS1-030
23;11,3;56,0;RS1-030
23;11,8;53,5;RS1-030
24;11,9;52,5;RS1-030
24;10,8;55,0;RS1-030
24;11,4;55,0;RS1-030
24;10,6;54,5;RS1-030
24;11,5;55,0;RS1-030
24;10,8;55,0;RS1-030
24;11,6;55,0;RS1-030
24;11,9;52,5;RS1-030
24;10,6;55,5;RS1-030
24;11,7;55,5;RS1-030
24;11,1;56,5;RS1-030
24;11,8;53,5;RS1-030
24;11,2;52,0;RS1-030
24;10,8;55,0;RS1-030
24;11,8;54,5;RS1-030
24;11,3;54,5;RS1-030
23;11,5;56,5;RS1-040
23;11,5;56,5;RS1-040
23;11,6;57,0;RS1-040
23;11,1;58,0;RS1-040
23;11,0;58,0;RS1-040
23;10,8;59,5;RS1-040
23;11,5;59,0;RS1-040
23;10,6;61,0;RS1-040
23;11,3;58,5;RS1-040
23;11,3;58,5;RS1-040
23;11,5;57,5;RS1-040
23;12,0;57,5;RS1-040
23;11,3;57,5;RS1-040
23;11,5;58,0;RS1-040
23;11,3;57,5;RS1-040
23;11,3;58,5;RS1-040
23;11,3;57,5;RS1-040
23;11,0;57,5;RS1-040
23;11,5;56,5;RS1-040
23;10,6;59,0;RS1-040
23;11,1;58,5;RS1-040
23;11,2;57,5;RS1-040
23;11,4;57,0;RS1-040
23;11,2;58,0;RS1-040
23;11,7;57,5;RS1-040
23;10,6;59,5;RS1-040
23;11,1;57,5;RS1-040
23;10,9;57,5;RS1-040
23;10,7;57,5;RS1-040
23;11,0;56,5;RS1-040
23;11,9;55,5;RS1-040
23;11,0;57,0;RS1-040
23;11,0;56,5;RS1-040
24;11,1;56,5;RS1-040
24;11,3;55,5;RS1-040
24;11,1;56,0;RS1-040
24;11,7;55,5;RS1-040
24;10,2;57,0;RS1-040
24;10,4;57,0;RS1-040
24;10,6;57,5;RS1-040
24;11,0;56,5;RS1-040
24;11,0;56,0;RS1-040
24;12,0;54,5;RS1-040
24;10,1;57,0;RS1-040
24;10,9;57,0;RS1-040
24;11,0;55,5;RS1-040
24;11,1;55,0;RS1-040
24;11,4;56,0;RS1-040
24;11,5;56,0;RS1-040
23;11,9;54,5;RS1-050
23;12,2;55,0;RS1-050
23;12,1;55,5;RS1-050
23;12,2;55,5;RS1-050
23;12,1;56,5;RS1-050
23;11,7;57,0;RS1-050
23;11,9;58,0;RS1-050
23;11,7;58,0;RS1-050
23;12,0;57,5;RS1-050
23;11,9;57,0;RS1-050
23;12,2;56,5;RS1-050
23;12,6;56,0;RS1-050
23;11,9;57,0;RS1-050
23;12,3;57,0;RS1-050
23;11,5;57,0;RS1-050
23;11,3;58,0;RS1-050
23;12,0;57,0;RS1-050
23;11,0;58,5;RS1-050
23;11,2;58,5;RS1-050
23;10,7;59,0;RS1-050
23;11,6;58,5;RS1-050
23;11,7;58,0;RS1-050
23;11,8;57,0;RS1-050
23;11,4;57,5;RS1-050
23;12,0;57,5;RS1-050
23;10,3;60,5;RS1-050
23;10,8;59,0;RS1-050
23;10,5;59,0;RS1-050
23;11,5;57,0;RS1-050
23;11,6;56,5;RS1-050
23;11,8;57,0;RS1-050
23;11,3;57,0;RS1-050
23;11,6;56,5;RS1-050
24;11,7;56,5;RS1-050
24;11,7;55,5;RS1-050
24;11,4;56,0;RS1-050
24;11,9;56,5;RS1-050
24;11,4;56,0;RS1-050
24;11,5;55,0;RS1-050
24;11,1;56,5;RS1-050
24;11,6;55,5;RS1-050
24;11,6;56,0;RS1-050
24;11,9;56,0;RS1-050
24;11,4;56,0;RS1-050
24;11,6;56,5;RS1-050
24;11,8;55,5;RS1-050
24;11,7;55,0;RS1-050
24;11,7;55,5;RS1-050
24;12,0;55,5;RS1-050
23;10,9;57,0;RS1-060
23;11,9;57,5;RS1-060
23;11,5;57,0;RS1-060
23;11,8;55,5;RS1-060
23;11,8;56,5;RS1-060
23;11,6;58,0;RS1-060
23;11,9;57,5;RS1-060
23;11,2;57,5;RS1-060
23;11,3;57,5;RS1-060
23;11,2;58,0;RS1-060
23;11,5;56,5;RS1-060
23;11,3;58,0;RS1-060
23;11,2;58,0;RS1-060
23;11,8;58,0;RS1-060
23;11,5;56,0;RS1-060
23;11,4;56,0;RS1-060
23;11,7;57,0;RS1-060
23;11,3;56,0;RS1-060
23;11,7;56,0;RS1-060
23;11,1;57,0;RS1-060
23;11,0;58,5;RS1-060
23;11,4;58,5;RS1-060
23;11,4;58,0;RS1-060
23;11,3;57,5;RS1-060
23;11,1;58,0;RS1-060
23;10,6;59,0;RS1-060
23;11,1;57,0;RS1-060
23;10,7;57,0;RS1-060
23;10,7;58,0;RS1-060
23;11,4;57,5;RS1-060
23;11,1;57,0;RS1-060
23;10,9;57,0;RS1-060
23;10,8;57,0;RS1-060
24;11,3;57,5;RS1-060
24;11,1;56,5;RS1-060
24;11,1;56,5;RS1-060
24;11,0;57,0;RS1-060
24;11,3;57,5;RS1-060
24;11,2;57,0;RS1-060
24;11,1;56,5;RS1-060
24;11,0;56,5;RS1-060
24;11,6;57,0;RS1-060
24;11,5;57,0;RS1-060
24;11,4;57,0;RS1-060
24;10,9;57,0;RS1-060
24;11,6;57,0;RS1-060
24;11,4;56,5;RS1-060
24;11,3;56,5;RS1-060
24;11,3;57,0;RS1-060
23;11,1;55,5;RS1-070
23;12,0;56,5;RS1-070
23;11,0;55,5;RS1-070
23;11,8;55,0;RS1-070
23;11,8;55,0;RS1-070
23;11,9;56,0;RS1-070
23;11,8;54,5;RS1-070
23;11,2;57,0;RS1-070
23;11,4;56,0;RS1-070
23;11,5;56,5;RS1-070
23;11,6;54,5;RS1-070
23;11,6;56,5;RS1-070
23;10,8;57,5;RS1-070
23;11,7;58,0;RS1-070
23;11,6;55,0;RS1-070
23;11,8;54,5;RS1-070
23;11,9;54,5;RS1-070
23;11,8;54,0;RS1-070
23;11,8;53,5;RS1-070
23;10,7;56,5;RS1-070
23;10,5;59,5;RS1-070
23;11,7;59,0;RS1-070
23;11,2;57,0;RS1-070
23;10,8;57,0;RS1-070
23;10,7;58,0;RS1-070
23;10,9;59,5;RS1-070
23;10,9;56,0;RS1-070
23;10,5;56,5;RS1-070
23;10,2;57,5;RS1-070
23;11,6;56,5;RS1-070
23;11,1;55,5;RS1-070
23;10,7;56,0;RS1-070
23;10,4;57,0;RS1-070
24;11,5;57,5;RS1-070
24;11,1;55,5;RS1-070
24;10,9;55,5;RS1-070
24;10,9;56,5;RS1-070
24;11,3;57,5;RS1-070
24;10,7;55,0;RS1-070
24;10,7;56,5;RS1-070
24;10,3;56,5;RS1-070
24;11,4;57,0;RS1-070
24;11,0;55,5;RS1-070
24;10,6;56,0;RS1-070
24;10,3;57,0;RS1-070
24;11,5;56,5;RS1-070
24;11,0;55,5;RS1-070
24;11,0;55,5;RS1-070
24;11,0;56,5;RS1-070
23;11,0;56,5;RS1-080
23;11,3;59,0;RS1-080
23;11,2;58,5;RS1-080
23;11,5;57,0;RS1-080
23;11,6;57,5;RS1-080
23;11,4;58,5;RS1-080
23;11,6;58,0;RS1-080
23;10,4;60,0;RS1-080
23;11,0;59,5;RS1-080
23;10,9;60,0;RS1-080
23;11,4;58,0;RS1-080
23;10,9;59,5;RS1-080
23;10,2;63,0;RS1-080
23;11,0;61,5;RS1-080
23;11,4;58,5;RS1-080
23;11,7;56,5;RS1-080
23;11,9;56,0;RS1-080
23;11,5;57,0;RS1-080
23;11,5;56,5;RS1-080
23;11,0;59,5;RS1-080
23;11,2;61,0;RS1-080
23;11,7;59,5;RS1-080
23;12,0;57,0;RS1-080
23;11,2;58,0;RS1-080
23;11,2;59,5;RS1-080
23;10,9;60,5;RS1-080
23;11,5;58,0;RS1-080
23;10,8;58,5;RS1-080
23;10,8;59,0;RS1-080
23;11,5;58,0;RS1-080
23;12,1;56,5;RS1-080
23;11,1;57,0;RS1-080
23;11,1;58,0;RS1-080
24;11,4;58,5;RS1-080
24;12,0;56,0;RS1-080
24;11,4;56,5;RS1-080
24;11,4;57,5;RS1-080
24;11,2;58,5;RS1-080
24;11,7;56,5;RS1-080
24;10,9;58,0;RS1-080
24;10,9;58,5;RS1-080
24;11,3;58,0;RS1-080
24;12,1;56,0;RS1-080
24;10,9;57,5;RS1-080
24;10,9;58,5;RS1-080
24;11,5;58,0;RS1-080
24;11,9;55,5;RS1-080
24;11,2;56,5;RS1-080
24;11,4;57,5;RS1-080
23;10,4;57,0;RS1-090
23;11,4;58,0;RS1-090
23;10,7;58,0;RS1-090
23;10,8;58,5;RS1-090
23;10,8;59,0;RS1-090
23;10,8;59,5;RS1-090
23;11,2;58,0;RS1-090
23;11,1;59,0;RS1-090
23;10,4;59,5;RS1-090
23;10,4;60,5;RS1-090
23;11,2;58,0;RS1-090
23;11,4;58,5;RS1-090
23;10,6;61,0;RS1-090
23;11,1;59,5;RS1-090
23;11,0;57,5;RS1-090
23;10,9;57,0;RS1-090
23;10,9;57,5;RS1-090
23;10,8;57,5;RS1-090
23;11,2;58,0;RS1-090
23;11,1;59,5;RS1-090
23;11,3;60,0;RS1-090
23;11,8;58,0;RS1-090
23;12,0;55,5;RS1-090
23;11,4;57,0;RS1-090
23;11,2;58,5;RS1-090
23;11,3;59,0;RS1-090
23;11,8;56,0;RS1-090
23;11,0;57,5;RS1-090
23;11,2;58,0;RS1-090
23;11,9;56,0;RS1-090
23;11,9;55,0;RS1-090
23;11,4;56,0;RS1-090
23;11,3;58,0;RS1-090
24;12,0;56,0;RS1-090
24;11,9;54,5;RS1-090
24;11,4;55,0;RS1-090
24;11,3;57,5;RS1-090
24;11,8;57,0;RS1-090
24;11,5;55,0;RS1-090
24;11,4;56,0;RS1-090
24;11,4;57,0;RS1-090
24;11,9;55,5;RS1-090
24;12,0;54,5;RS1-090
24;11,3;56,0;RS1-090
24;11,2;57,5;RS1-090
24;11,9;55,5;RS1-090
24;11,9;54,0;RS1-090
24;11,8;54,5;RS1-090
24;11,4;57,5;RS1-090
23;11,7;54,2;RS1-180
23;11,7;55,0;RS1-180
23;11,7;54,6;RS1-180
23;12,0;54,5;RS1-180
23;12,1;54,7;RS1-180
23;11,5;57,2;RS1-180
23;12,0;56,7;RS1-180
23;11,5;58,5;RS1-180
23;11,7;57,4;RS1-180
23;11,7;57,0;RS1-180
23;12,0;55,9;RS1-180
23;12,0;56,5;RS1-180
23;11,1;58,7;RS1-180
23;11,7;57,8;RS1-180
23;11,5;56,8;RS1-180
23;11,4;57,4;RS1-180
23;11,1;58,0;RS1-180
23;10,7;58,6;RS1-180
23;11,4;57,1;RS1-180
23;10,8;58,2;RS1-180
23;11,2;58,8;RS1-180
23;11,3;57,3;RS1-180
23;11,6;57,0;RS1-180
23;11,4;57,4;RS1-180
23;11,8;57,5;RS1-180
23;10,6;59,3;RS1-180
23;11,0;57,3;RS1-180
23;10,8;57,8;RS1-180
23;10,9;57,4;RS1-180
23;11,2;56,5;RS1-180
23;11,8;56,3;RS1-180
23;11,2;57,1;RS1-180
23;11,2;56,8;RS1-180
24;11,4;55,8;RS1-180
24;11,5;55,6;RS1-180
24;11,4;55,6;RS1-180
24;11,8;56,0;RS1-180
24;10,9;57,1;RS1-180
24;11,3;55,6;RS1-180
24;10,9;56,3;RS1-180
24;11,1;56,0;RS1-180
24;11,1;55,6;RS1-180
24;11,7;55,8;RS1-180
24;11,1;56,5;RS1-180
24;11,1;56,9;RS1-180
24;11,5;55,2;RS1-180
24;11,4;55,5;RS1-180
24;11,7;54,7;RS1-180
24;11,9;54,4;RS1-180
23;11,2;56,0;RS1-190
23;12,0;57,3;RS1-190
23;11,3;57,1;RS1-190
23;11,4;56,7;RS1-190
23;11,4;57,3;RS1-190
23;11,4;58,2;RS1-190
23;11,9;56,6;RS1-190
23;11,9;58,5;RS1-190
23;11,3;57,9;RS1-190
23;11,2;58,4;RS1-190
23;11,6;56,2;RS1-190
23;12,1;57,5;RS1-190
23;11,4;59,3;RS1-190
23;11,9;58,6;RS1-190
23;11,8;56,9;RS1-190
23;11,7;56,0;RS1-190
23;11,7;56,4;RS1-190
23;11,4;56,9;RS1-190
23;11,6;55,6;RS1-190
23;11,6;58,5;RS1-190
23;11,5;60,1;RS1-190
23;11,5;59,0;RS1-190
23;12,1;57,1;RS1-190
23;11,6;57,4;RS1-190
23;11,5;58,5;RS1-190
23;11,2;59,8;RS1-190
23;11,7;57,4;RS1-190
23;11,3;57,8;RS1-190
23;11,2;58,4;RS1-190
23;11,5;57,7;RS1-190
23;12,0;56,2;RS1-190
23;11,6;56,9;RS1-190
23;11,4;57,8;RS1-190
24;11,5;57,7;RS1-190
24;11,8;56,2;RS1-190
24;11,7;56,0;RS1-190
24;11,6;56,9;RS1-190
24;11,4;57,7;RS1-190
24;11,7;56,2;RS1-190
24;11,5;56,7;RS1-190
24;11,4;57,3;RS1-190
24;11,5;57,3;RS1-190
24;11,9;55,8;RS1-190
24;11,5;56,9;RS1-190
24;11,3;57,8;RS1-190
24;11,6;57,1;RS1-190
24;11,8;55,8;RS1-190
24;11,7;56,1;RS1-190
24;11,7;57,3;RS1-190
23;10,7;59,5;RS1-002
23;10,7;59,5;RS1-002
23;10,6;59,5;RS1-002
23;11,0;58,5;RS1-002
23;11,4;59,5;RS1-002
23;11,9;57,0;RS1-002
23;11,7;56,5;RS1-002
23;11,9;57,5;RS1-002
23;10,7;58,5;RS1-002
23;10,8;59,0;RS1-002
23;10,4;58,5;RS1-002
23;11,4;59,0;RS1-002
23;11,5;57,5;RS1-002
23;11,7;56,5;RS1-002
23;11,6;56,0;RS1-002
23;11,9;57,0;RS1-002
23;10,4;58,5;RS1-002
23;10,4;58,5;RS1-002
23;10,7;58,0;RS1-002
23;11,8;57,5;RS1-002
23;11,7;56,5;RS1-002
23;11,6;55,5;RS1-002
23;11,6;54,5;RS1-002
23;11,8;55,5;RS1-002
23;10,2;58,0;RS1-002
23;10,2;58,0;RS1-002
23;10,7;56,5;RS1-002
24;11,6;56,0;RS1-002
24;11,6;55,0;RS1-002
