Dia;Turno;Temperatura_C;Umidade_RH;Maquina
29;Turno 1;11,2;56,5;RS1-060
29;Turno 1;11,3;55,5;RS1-060
29;Turno 1;11,2;55,5;RS1-060
29;Turno 1;11,1;54,5;RS1-060
29;Turno 1;11,2;55;RS1-060
29;Turno 2;11,6;54,5;RS1-060
29;Turno 2;11,6;55,5;RS1-060
29;Turno 2;11;57,5;RS1-060
29;Turno 2;11,1;57;RS1-060
29;Turno 2;11,6;56;RS1-060
29;Turno 2;11,6;55,5;RS1-060
29;Turno 2;11,2;55,5;RS1-060
29;Turno 2;11,5;57;RS1-060
29;Turno 2;11,2;58;RS1-060
29;Turno 2;11,1;57;RS1-060
29;Turno 2;11,4;56;RS1-060
29;Turno 2;11,3;56,5;RS1-060
29;Turno 2;11,5;56,5;RS1-060
29;Turno 2;11,4;57;RS1-060
29;Turno 2;11,3;58;RS1-060
29;Turno 2;11;57,5;RS1-060
30;Turno 3;11,3;57,5;RS1-060
30;Turno 3;11,4;55,5;RS1-060
30;Turno 3;11,3;55,5;RS1-060
30;Turno 3;11,3;57;RS1-060
30;Turno 3;11,1;58,5;RS1-060
30;Turno 3;11;57;RS1-060
30;Turno 3;11,1;55,5;RS1-060
30;Turno 3;11,4;55,5;RS1-060
30;Turno 3;11,4;56;RS1-060
30;Turno 3;11,4;56;RS1-060
30;Turno 3;10,9;57;RS1-060
30;Turno 3;11;56,5;RS1-060
30;Turno 3;11;57;RS1-060
30;Turno 3;11,2;55;RS1-060
30;Turno 3;11,4;55;RS1-060
30;Turno 1;11,5;55,5;RS1-060
30;Turno 1;11,9;57;RS1-060
30;Turno 1;11,7;56;RS1-060
30;Turno 1;11,4;56,5;RS1-060
30;Turno 1;11,3;56,5;RS1-060
30;Turno 1;11,7;57;RS1-060
30;Turno 1;11,6;56,5;RS1-060
29;Turno 1;11,8;53,5;RS1-070
29;Turno 1;11,4;55,5;RS1-070
29;Turno 1;11,7;55;RS1-070
29;Turno 1;12;55,5;RS1-070
29;Turno 1;11,7;55,5;RS1-070
29;Turno 1;11,5;55;RS1-070
29;Turno 1;11,6;56,5;RS1-070
29;Turno 1;11,5;56;RS1-070
29;Turno 1;11,7;54,5;RS1-070
29;Turno 1;11,3;53,5;RS1-070
29;Turno 1;11,9;54;RS1-070
29;Turno 2;11,5;52;RS1-070
29;Turno 2;11,6;53,5;RS1-070
29;Turno 2;10,5;57;RS1-070
29;Turno 2;11,5;55,5;RS1-070
29;Turno 2;11,9;54;RS1-070
29;Turno 2;11,5;54;RS1-070
29;Turno 2;11,5;55,5;RS1-070
29;Turno 2;11,9;55;RS1-070
29;Turno 2;11,8;56,5;RS1-070
29;Turno 2;11,8;54,5;RS1-070
29;Turno 2;12;54;RS1-070
29;Turno 2;11,9;54,5;RS1-070
29;Turno 2;12;54,5;RS1-070
29;Turno 2;11,4;55;RS1-070
29;Turno 2;11;57;RS1-070
29;Turno 2;11,2;56;RS1-070
30;Turno 3;11,7;56;RS1-070
30;Turno 3;11,8;53,5;RS1-070
30;Turno 3;11,7;54;RS1-070
30;Turno 3;11,8;54;RS1-070
30;Turno 3;11,9;56,5;RS1-070
30;Turno 3;11,7;54;RS1-070
30;Turno 3;11,7;54;RS1-070
30;Turno 3;11,8;53,5;RS1-070
30;Turno 3;11,8;54;RS1-070
30;Turno 3;11,5;52,5;RS1-070
30;Turno 3;10,6;55,5;RS1-070
30;Turno 3;11,5;54,5;RS1-070
30;Turno 3;11,6;54,5;RS1-070
30;Turno 3;11,9;52;RS1-070
30;Turno 3;11,7;53;RS1-070
30;Turno 1;11,7;54,5;RS1-070
30;Turno 1;11,9;56;RS1-070
30;Turno 1;11,8;54,5;RS1-070
30;Turno 1;11,8;56,5;RS1-070
30;Turno 1;10,8;57;RS1-070
30;Turno 1;11,4;57;RS1-070
30;Turno 1;11,9;55;RS1-070
29;Turno 1;11,7;56,5;RS1-080
29;Turno 1;10,9;58,5;RS1-080
29;Turno 1;11,2;58,5;RS1-080
29;Turno 1;10,7;62;RS1-080
29;Turno 1;11,3;59;RS1-080
29;Turno 1;11,3;58;RS1-080
29;Turno 1;11,3;57,5;RS1-080
29;Turno 1;10,9;59,5;RS1-080
29;Turno 1;11,8;56,5;RS1-080
29;Turno 1;11,2;57,5;RS1-080
29;Turno 1;11,6;57,5;RS1-080
29;Turno 2;10,8;55,5;RS1-080
29;Turno 2;11,4;57;RS1-080
29;Turno 2;10;60,5;RS1-080
29;Turno 2;11,4;58;RS1-080
29;Turno 2;11,4;57,5;RS1-080
29;Turno 2;11,4;57,5;RS1-080
29;Turno 2;11,6;58,5;RS1-080
29;Turno 2;11,8;56;RS1-080
29;Turno 2;11,4;58,5;RS1-080
29;Turno 2;11;59;RS1-080
29;Turno 2;11,8;57;RS1-080
29;Turno 2;11,7;57;RS1-080
29;Turno 2;11,8;56,5;RS1-080
29;Turno 2;11,3;58,5;RS1-080
29;Turno 2;10,9;61;RS1-080
29;Turno 2;10,9;59,5;RS1-080
30;Turno 3;11,3;59;RS1-080
30;Turno 3;11,2;57,5;RS1-080
30;Turno 3;11,3;56,5;RS1-080
30;Turno 3;11,4;57;RS1-080
30;Turno 3;11,5;59;RS1-080
30;Turno 3;10,9;58,5;RS1-080
30;Turno 3;11,7;56,5;RS1-080
30;Turno 3;11,7;56;RS1-080
30;Turno 3;11,4;56;RS1-080
30;Turno 3;11,3;56,5;RS1-080
30;Turno 3;10,2;59;RS1-080
30;Turno 3;11,2;57;RS1-080
30;Turno 3;11,4;57;RS1-080
30;Turno 3;11,2;57;RS1-080
30;Turno 3;11,4;55,5;RS1-080
30;Turno 1;11,5;56,5;RS1-080
30;Turno 1;11,3;59;RS1-080
30;Turno 1;11,6;58,5;RS1-080
30;Turno 1;11,8;58;RS1-080
30;Turno 1;10,2;61;RS1-080
30;Turno 1;10,6;61,5;RS1-080
30;Turno 1;11,7;58;RS1-080
29;Turno 1;11,1;56;RS-1090
29;Turno 1;11,6;57;RS-1090
29;Turno 1;10,4;58,5;RS-1090
29;Turno 1;12,3;57,5;RS-1090
29;Turno 1;11,2;57;RS-1090
29;Turno 1;10,6;58;RS-1090
29;Turno 1;10,4;58;RS-1090
29;Turno 1;11,2;59;RS-1090
29;Turno 1;10,8;57,5;RS-1090
29;Turno 1;11;55,5;RS-1090
29;Turno 1;10,9;55,5;RS-1090
29;Turno 2;11;55,5;RS-1090
29;Turno 2;11,1;56;RS-1090
29;Turno 2;10,9;58;RS-1090
29;Turno 2;10,5;59,5;RS-1090
29;Turno 2;11,1;57,5;RS-1090
29;Turno 2;11,1;56,5;RS-1090
29;Turno 2;10,9;57,5;RS-1090
29;Turno 2;10,8;57;RS-1090
29;Turno 2;12;58,5;RS-1090
29;Turno 2;10,6;58,5;RS-1090
29;Turno 2;11;57,5;RS-1090
29;Turno 2;10,9;58,5;RS-1090
29;Turno 2;10,9;58,5;RS-1090
29;Turno 2;11;58;RS-1090
29;Turno 2;12;59;RS-1090
29;Turno 2;10,2;60;RS-1090
30;Turno 3;10,4;60;RS-1090
30;Turno 3;10,9;57,5;RS-1090
30;Turno 3;10,5;57,5;RS-1090
30;Turno 3;10,5;58;RS-1090
30;Turno 3;11,8;59;RS-1090
30;Turno 3;10,7;57,5;RS-1090
30;Turno 3;10,7;57;RS-1090
30;Turno 3;10,8;57;RS-1090
30;Turno 3;10,7;57,5;RS-1090
30;Turno 3;11;56,5;RS-1090
30;Turno 3;11,3;57;RS-1090
30;Turno 3;10,4;57,5;RS-1090
30;Turno 3;10,5;58,5;RS-1090
30;Turno 3;10,8;56,5;RS-1090
30;Turno 3;10,6;56,5;RS-1090
30;Turno 1;10,8;58;RS-1090
30;Turno 1;11,4;58;RS-1090
30;Turno 1;11,2;58;RS-1090
30;Turno 1;10,9;57,5;RS-1090
30;Turno 1;11,2;58,5;RS-1090
30;Turno 1;11,2;58,5;RS-1090
30;Turno 1;11,3;57,5;RS-1090
29;Turno 1;11,4;56,3;RS1-180
29;Turno 1;11,1;57,3;RS1-180
29;Turno 1;11,4;5,6;RS1-180
29;Turno 1;12;54,7;RS1-180
29;Turno 1;11,2;57,3;RS1-180
29;Turno 1;11,1;57,3;RS1-180
29;Turno 1;11,4;56,5;RS1-180
29;Turno 1;10,7;58,5;RS1-180
29;Turno 1;10,9;57,1;RS1-180
29;Turno 1;11;55,6;RS1-180
29;Turno 1;11,8;53,9;RS1-180
29;Turno 2;11,8;53,9;RS1-180
29;Turno 2;11,9;55;RS1-180
29;Turno 2;11,2;57,8;RS1-180
29;Turno 2;11,5;56,7;RS1-180
29;Turno 2;11,7;55,8;RS1-180
29;Turno 2;11,8;54,9;RS1-180
29;Turno 2;11,5;56,5;RS1-180
29;Turno 2;11,7;56,8;RS1-180
29;Turno 2;10,7;59,1;RS1-180
29;Turno 2;10,7;58;RS1-180
29;Turno 2;11,1;56,8;RS1-180
29;Turno 2;11,7;55,9;RS1-180
29;Turno 2;11,8;55,6;RS1-180
29;Turno 2;11,8;55,9;RS1-180
29;Turno 2;11,1;58,6;RS1-180
29;Turno 2;11;58;RS1-180
30;Turno 3;11,5;56,9;RS1-180
30;Turno 3;11,7;55,2;RS1-180
30;Turno 3;11,6;55,8;RS1-180
30;Turno 3;11,6;55,7;RS1-180
30;Turno 3;10,6;59,3;RS1-180
30;Turno 3;10,6;58,2;RS1-180
30;Turno 3;10,9;56,7;RS1-180
30;Turno 3;11,8;54,5;RS1-180
30;Turno 3;11,8;54,9;RS1-180
30;Turno 3;11,7;55,2;RS1-180
30;Turno 3;10,8;58;RS1-180
30;Turno 3;11,4;56;RS1-180
30;Turno 3;11,4;55,6;RS1-180
30;Turno 3;11,6;54,7;RS1-180
30;Turno 3;11,6;54,3;RS1-180
30;Turno 1;11,9;54,7;RS1-180
30;Turno 1;12,1;54,8;RS1-180
30;Turno 1;12,2;53,9;RS1-180
30;Turno 1;11,9;54,1;RS1-180
30;Turno 1;12,2;55;RS1-180
30;Turno 1;12,3;55;RS1-180
30;Turno 1;12;56,3;RS1-180
29;Turno 1;11,7;55,7;RS1-090
29;Turno 1;11,7;0;RS1-090
29;Turno 1;11,2;56,9;RS1-090
29;Turno 1;12,5;56,6;RS1-090
29;Turno 1;11,4;57,7;RS1-090
29;Turno 1;11,3;57,1;RS1-090
29;Turno 1;11,2;57;RS1-090
29;Turno 1;11,7;58;RS1-090
29;Turno 1;11,4;55,8;RS1-090
29;Turno 1;11,7;53,9;RS1-090
29;Turno 1;11,7;54,5;RS1-090
29;Turno 2;11,6;54,6;RS1-090
29;Turno 2;11,6;55,9;RS1-090
29;Turno 2;11,4;58,2;RS1-090
29;Turno 2;11;57,5;RS1-090
29;Turno 2;11,5;56,3;RS1-090
29;Turno 2;11,5;56,4;RS1-090
29;Turno 2;11,5;56,7;RS1-090
29;Turno 2;11,5;56;RS1-090
29;Turno 2;11,8;58,2;RS1-090
29;Turno 2;11,1;57,1;RS1-090
29;Turno 2;11,6;56;RS1-090
29;Turno 2;11,5;57,1;RS1-090
29;Turno 2;11,4;56,9;RS1-090
29;Turno 2;11,4;57,1;RS1-090
29;Turno 2;12;58,7;RS1-090
29;Turno 2;11;58,4;RS1-090
30;Turno 3;11,1;58;RS1-090
30;Turno 3;11,4;56,2;RS1-090
30;Turno 3;11,3;56,1;RS1-090
30;Turno 3;11,2;56,5;RS1-090
30;Turno 3;11,6;58,2;RS1-090
30;Turno 3;11,2;57,1;RS1-090
30;Turno 3;11,3;55,7;RS1-090
30;Turno 3;11,4;55,3;RS1-090
30;Turno 3;11,3;56;RS1-090
30;Turno 3;11,6;55,2;RS1-090
30;Turno 3;11,6;57,1;RS1-090
30;Turno 3;11,1;56,7;RS1-090
30;Turno 3;11;56,9;RS1-090
30;Turno 3;11,2;55,3;RS1-090
30;Turno 3;11,3;55,2;RS1-090
30;Turno 1;11,5;56,4;RS1-090
30;Turno 1;12;57,9;RS1-090
30;Turno 1;11,9;56,5;RS1-090
30;Turno 1;11,5;56,4;RS1-090
30;Turno 1;11,6;57,6;RS1-090
30;Turno 1;11,7;56,9;RS1-090
30;Turno 1;11,9;56,4;RS1-090
29;Turno 1;11,3;58;RS1-010
29;Turno 1;11,2;58;RS1-010
29;Turno 2;11,1;57,5;RS1-010
29;Turno 2;12,2;56,5;RS1-010
29;Turno 2;11,2;58,5;RS1-010
29;Turno 2;11,1;58,5;RS1-010
29;Turno 2;11,1;58,5;RS1-010
29;Turno 2;12,1;58;RS1-010
29;Turno 2;11,2;58,5;RS1-010
29;Turno 2;11,3;58,5;RS1-010
29;Turno 2;10,7;59,5;RS1-010
29;Turno 2;11,1;61,5;RS1-010
29;Turno 2;11,7;58;RS1-010
29;Turno 2;11,2;58;RS1-010
29;Turno 2;11,2;58;RS1-010
29;Turno 2;12,1;58;RS1-010
29;Turno 2;11,2;59;RS1-010
29;Turno 2;11,1;59;RS1-010
30;Turno 3;11,1;59;RS1-010
30;Turno 3;12,1;59;RS1-010
30;Turno 3;11,2;59;RS1-010
30;Turno 3;11,2;59;RS1-010
30;Turno 3;10,6;59;RS1-010
30;Turno 3;11,5;60,5;RS1-010
30;Turno 3;11,7;57,5;RS1-010
30;Turno 3;11,3;57;RS1-010
30;Turno 3;11,2;57;RS1-010
30;Turno 3;12,1;57,5;RS1-010
30;Turno 3;11,1;58,5;RS1-010
30;Turno 3;11;58,5;RS1-010
30;Turno 3;11;58,5;RS1-010
30;Turno 3;12;58;RS1-010
30;Turno 3;11,2;58,5;RS1-010
30;Turno 1;11;59;RS1-010
30;Turno 1;11;59;RS1-010
30;Turno 1;12,2;59;RS1-010
30;Turno 1;11,3;59,5;RS1-010
30;Turno 1;11,2;60;RS1-010
30;Turno 1;11,2;60;RS1-010
30;Turno 1;12,3;60;RS1-010
30;Turno 1;11,5;59;RS1-010
30;Turno 1;11,5;59;RS1-010
30;Turno 1;11,5;59;RS1-010
30;Turno 1;12,6;58;RS1-010
30;Turno 1;11,7;58;RS1-010
30;Turno 1;11,7;58,5;RS1-010
30;Turno 1;11,3;59,5;RS1-010
30;Turno 1;11,7;60,5;RS1-010
29;Turno 1;11,4;55,5;RS1-030
29;Turno 1;11,4;55,5;RS1-030
29;Turno 2;11,3;55;RS1-030
29;Turno 2;11,6;56,5;RS1-030
29;Turno 2;11,2;57,5;RS1-030
29;Turno 2;11,2;57,5;RS1-030
29;Turno 2;11,5;56,5;RS1-030
29;Turno 2;11,3;57,5;RS1-030
29;Turno 2;11,3;57;RS1-030
29;Turno 2;11,8;58,5;RS1-030
29;Turno 2;10,5;59,5;RS1-030
29;Turno 2;10,2;60;RS1-030
29;Turno 2;11,4;57,5;RS1-030
29;Turno 2;11,3;57;RS1-030
29;Turno 2;11,3;57;RS1-030
29;Turno 2;11,5;58;RS1-030
29;Turno 2;11,2;58,5;RS1-030
29;Turno 2;11,1;58;RS1-030
30;Turno 3;11,1;58;RS1-030
30;Turno 3;11,4;57;RS1-030
30;Turno 3;11,2;57,5;RS1-030
30;Turno 3;11,8;57,5;RS1-030
30;Turno 3;10,5;60;RS1-030
30;Turno 3;10,3;60;RS1-030
30;Turno 3;11,2;57;RS1-030
30;Turno 3;11,3;56,5;RS1-030
30;Turno 3;11,3;56;RS1-030
30;Turno 3;11,5;57,5;RS1-030
30;Turno 3;10,9;58;RS1-030
30;Turno 3;11,1;57,5;RS1-030
30;Turno 3;11,1;57;RS1-030
30;Turno 3;11,3;56,5;RS1-030
30;Turno 3;12;56;RS1-030
30;Turno 1;11,5;57,5;RS1-030
30;Turno 1;11,5;57,5;RS1-030
30;Turno 1;12,1;57,5;RS1-030
30;Turno 1;11,7;57,5;RS1-030
30;Turno 1;11,7;57,5;RS1-030
30;Turno 1;11,5;57,5;RS1-030
30;Turno 1;11,9;58,5;RS1-030
30;Turno 1;11,7;58;RS1-030
30;Turno 1;11,7;57;RS1-030
30;Turno 1;11,9;56,5;RS1-030
30;Turno 1;11,8;56,5;RS1-030
30;Turno 1;11,7;57;RS1-030
30;Turno 1;12;59;RS1-030
30;Turno 1;11;60,5;RS1-030
30;Turno 1;11,1;61;RS1-030
29;Turno 1;11,7;53,5;RS1-030
29;Turno 1;11,8;52,5;RS1-030
29;Turno 2;11,7;52,5;RS1-030
29;Turno 2;12,1;53,5;RS1-030
29;Turno 2;11,5;54,5;RS1-030
29;Turno 2;11,4;55,5;RS1-030
29;Turno 2;11,8;54,5;RS1-030
29;Turno 2;11,8;54;RS1-030
29;Turno 2;11,7;55;RS1-030
29;Turno 2;11,9;56;RS1-030
29;Turno 2;10,9;56,5;RS1-030
29;Turno 2;10,9;57;RS1-030
29;Turno 2;12,2;54;RS1-030
29;Turno 2;11,7;54;RS1-030
29;Turno 2;11,8;54;RS1-030
29;Turno 2;12;54,5;RS1-030
29;Turno 2;11,4;56;RS1-030
29;Turno 2;11,4;56;RS1-030
30;Turno 3;11,4;55,5;RS1-030
30;Turno 3;12;55;RS1-030
30;Turno 3;11,4;55;RS1-030
30;Turno 3;11,8;55,5;RS1-030
30;Turno 3;10,9;56,5;RS1-030
30;Turno 3;11;57;RS1-030
30;Turno 3;12,1;54;RS1-030
30;Turno 3;11,8;53,5;RS1-030
30;Turno 3;11,6;53;RS1-030
30;Turno 3;12;54;RS1-030
30;Turno 3;11,3;55;RS1-030
30;Turno 3;11,3;55;RS1-030
30;Turno 3;11,4;54,5;RS1-030
30;Turno 3;11,9;54;RS1-030
30;Turno 3;11,9;54;RS1-030
30;Turno 1;11,8;54,5;RS1-030
30;Turno 1;12,1;54,5;RS1-030
30;Turno 1;12,2;55;RS1-030
30;Turno 1;11,8;55,5;RS1-030
30;Turno 1;12;55,5;RS1-030
30;Turno 1;12;55,5;RS1-030
30;Turno 1;12,2;55,5;RS1-030
30;Turno 1;11,9;55,5;RS1-030
30;Turno 1;12,1;55,5;RS1-030
30;Turno 1;12,3;54,5;RS1-030
30;Turno 1;12,5;54;RS1-030
30;Turno 1;12;54,5;RS1-030
30;Turno 1;12;56,5;RS1-030
30;Turno 1;11,6;57;RS1-030
30;Turno 1;11,8;57;RS1-030
29;Turno 1;11;56,5;RS1-040
29;Turno 1;11,1;56;RS1-040
29;Turno 2;11;55,5;RS1-040
29;Turno 2;11,3;56;RS1-040
29;Turno 2;10,7;58;RS1-040
29;Turno 2;10,7;58,5;RS1-040
29;Turno 2;11,1;57,5;RS1-040
29;Turno 2;11,1;57;RS1-040
29;Turno 2;11;57,5;RS1-040
29;Turno 2;11,8;57;RS1-040
29;Turno 2;10,5;59;RS1-040
29;Turno 2;10,3;59,5;RS1-040
29;Turno 2;10,8;58;RS1-040
29;Turno 2;10,9;58;RS1-040
29;Turno 2;11;57,5;RS1-040
29;Turno 2;11,7;56,5;RS1-040
29;Turno 2;10,7;59;RS1-040
29;Turno 2;10,6;59,5;RS1-040
30;Turno 3;10,8;59;RS1-040
30;Turno 3;11;57,5;RS1-040
30;Turno 3;10,9;57,5;RS1-040
30;Turno 3;11,9;56;RS1-040
30;Turno 3;10,3;60;RS1-040
30;Turno 3;10,3;59,5;RS1-040
30;Turno 3;10,7;58;RS1-040
30;Turno 3;11;56,5;RS1-040
30;Turno 3;10,9;56,5;RS1-040
30;Turno 3;11,6;56;RS1-040
30;Turno 3;10,4;58,5;RS1-040
30;Turno 3;10,6;58,5;RS1-040
30;Turno 3;10,7;57,5;RS1-040
30;Turno 3;10,9;57;RS1-040
30;Turno 3;11,5;56;RS1-040
30;Turno 1;11,5;56;RS1-040
30;Turno 1;11,7;56;RS1-040
30;Turno 1;11,9;56,5;RS1-040
30;Turno 1;11,5;57,5;RS1-040
30;Turno 1;11,9;57;RS1-040
30;Turno 1;11,5;57;RS1-040
30;Turno 1;12;57;RS1-040
30;Turno 1;11,2;58,5;RS1-040
30;Turno 1;11,3;58,5;RS1-040
30;Turno 1;11,5;57,5;RS1-040
30;Turno 1;11,6;57,5;RS1-040
30;Turno 1;11,3;57,5;RS1-040
30;Turno 1;12;58;RS1-040
30;Turno 1;11;60,5;RS1-040
30;Turno 1;11;60;RS1-040
29;Turno 1;11,5;55,5;RS1-050
29;Turno 1;12;54;RS1-050
29;Turno 2;12;54,5;RS1-050
29;Turno 2;12,1;55,5;RS1-050
29;Turno 2;11,5;56,5;RS1-050
29;Turno 2;11,8;56;RS1-050
29;Turno 2;12,1;55,5;RS1-050
29;Turno 2;12,1;55;RS1-050
29;Turno 2;11,9;56,5;RS1-050
29;Turno 2;12,2;56,5;RS1-050
29;Turno 2;11,2;57,5;RS1-050
29;Turno 2;11;57,5;RS1-050
29;Turno 2;11,7;55,5;RS1-050
29;Turno 2;11,9;55,5;RS1-050
29;Turno 2;12,1;55,5;RS1-050
29;Turno 2;12,2;55,5;RS1-050
29;Turno 2;11,5;58;RS1-050
29;Turno 2;11,8;56,5;RS1-050
30;Turno 3;11,9;56;RS1-050
30;Turno 3;12,1;54,5;RS1-050
30;Turno 3;12;55;RS1-050
30;Turno 3;12,2;55,5;RS1-050
30;Turno 3;11,2;57,5;RS1-050
30;Turno 3;11,1;57;RS1-050
30;Turno 3;11,6;55,5;RS1-050
30;Turno 3;12,1;53,5;RS1-050
30;Turno 3;12;54;RS1-050
30;Turno 3;11,9;55,5;RS1-050
30;Turno 3;11,1;56,5;RS1-050
30;Turno 3;11,7;55,5;RS1-050
30;Turno 3;11,8;55;RS1-050
30;Turno 3;11,9;54,5;RS1-050
30;Turno 3;12,2;54;RS1-050
30;Turno 1;12,2;55;RS1-050
30;Turno 1;12,5;55;RS1-050
30;Turno 1;12,5;55,5;RS1-050
30;Turno 1;12;56;RS1-050
30;Turno 1;12,5;55;RS1-050
30;Turno 1;12,5;55,5;RS1-050
30;Turno 1;12,3;56,5;RS1-050
30;Turno 1;11,9;57;RS1-050
30;Turno 1;12,2;56,5;RS1-050
30;Turno 1;12,3;56,5;RS1-050
30;Turno 1;12,6;55,5;RS1-050
30;Turno 1;12,2;56,5;RS1-050
30;Turno 1;12,3;58;RS1-050
30;Turno 1;11,8;59;RS1-050
30;Turno 1;11,8;58,5;RS1-050
29;Turno 1;11,1;54,5;RS1-060
29;Turno 1;11,2;55;RS1-060
29;Turno 2;11,6;54,5;RS1-060
29;Turno 2;11,6;55,5;RS1-060
29;Turno 2;11;57,5;RS1-060
29;Turno 2;11,1;57;RS1-060
29;Turno 2;11,6;56;RS1-060
29;Turno 2;11,6;55,5;RS1-060
29;Turno 2;11,2;55,5;RS1-060
29;Turno 2;11,5;57;RS1-060
29;Turno 2;11,2;58;RS1-060
29;Turno 2;11,1;57;RS1-060
29;Turno 2;11,4;56;RS1-060
29;Turno 2;11,3;56,5;RS1-060
29;Turno 2;11,5;56,5;RS1-060
29;Turno 2;11,4;57;RS1-060
29;Turno 2;11,3;58;RS1-060
29;Turno 2;11;57,5;RS1-060
30;Turno 3;11,3;57,5;RS1-060
30;Turno 3;11,4;55,5;RS1-060
30;Turno 3;11,3;55,5;RS1-060
30;Turno 3;11,3;57;RS1-060
30;Turno 3;11,1;58,5;RS1-060
30;Turno 3;11;57;RS1-060
30;Turno 3;11,1;55,5;RS1-060
30;Turno 3;11,4;55,5;RS1-060
30;Turno 3;11,4;56;RS1-060
30;Turno 3;11,4;56;RS1-060
30;Turno 3;10,9;57;RS1-060
30;Turno 3;11;56,5;RS1-060
30;Turno 3;11;57;RS1-060
30;Turno 3;11,2;55;RS1-060
30;Turno 3;11,4;55;RS1-060
30;Turno 1;11,5;55,5;RS1-060
30;Turno 1;11,9;57;RS1-060
30;Turno 1;11,7;56;RS1-060
30;Turno 1;11,4;56,5;RS1-060
30;Turno 1;11,3;56,5;RS1-060
30;Turno 1;11,7;57;RS1-060
30;Turno 1;11,6;56,5;RS1-060
30;Turno 1;11,3;57,5;RS1-060
30;Turno 1;11,6;56,5;RS1-060
30;Turno 1;11,9;56;RS1-060
30;Turno 1;11,8;55,5;RS1-060
30;Turno 1;11,1;57,5;RS1-060
30;Turno 1;11,1;59,5;RS1-060
30;Turno 1;11,7;59,5;RS1-060
30;Turno 1;11,7;58;RS1-060
29;Turno 1;11,3;53,5;RS1-070
29;Turno 1;11,9;54;RS1-070
29;Turno 2;11,5;52;RS1-070
29;Turno 2;11,6;53,5;RS1-070
29;Turno 2;10,5;57;RS1-070
29;Turno 2;11,5;55,5;RS1-070
29;Turno 2;11,9;54;RS1-070
29;Turno 2;11,5;54;RS1-070
29;Turno 2;11,5;55,5;RS1-070
29;Turno 2;11,9;55;RS1-070
29;Turno 2;11,8;56,5;RS1-070
29;Turno 2;11,8;54,5;RS1-070
29;Turno 2;12;54;RS1-070
29;Turno 2;11,9;54,5;RS1-070
29;Turno 2;12;54,5;RS1-070
29;Turno 2;11,4;55;RS1-070
29;Turno 2;11;57;RS1-070
29;Turno 2;11,2;56;RS1-070
30;Turno 3;11,7;56;RS1-070
30;Turno 3;11,8;53,5;RS1-070
30;Turno 3;11,7;54;RS1-070
30;Turno 3;11,8;54;RS1-070
30;Turno 3;11,9;56,5;RS1-070
30;Turno 3;11,7;54;RS1-070
30;Turno 3;11,7;54;RS1-070
30;Turno 3;11,8;53,5;RS1-070
30;Turno 3;11,8;54;RS1-070
30;Turno 3;11,5;52,5;RS1-070
30;Turno 3;10,6;55,5;RS1-070
30;Turno 3;11,5;54,5;RS1-070
30;Turno 3;11,6;54,5;RS1-070
30;Turno 3;11,9;52;RS1-070
30;Turno 3;11,7;53;RS1-070
30;Turno 1;11,7;54,5;RS1-070
30;Turno 1;11,9;56;RS1-070
30;Turno 1;11,8;54,5;RS1-070
30;Turno 1;11,8;56,5;RS1-070
30;Turno 1;10,8;57;RS1-070
30;Turno 1;11,4;57;RS1-070
30;Turno 1;11,9;55;RS1-070
30;Turno 1;10,7;57,5;RS1-070
30;Turno 1;11,8;56;RS1-070
30;Turno 1;12,4;54;RS1-070
30;Turno 1;11,8;54,5;RS1-070
30;Turno 1;11;57;RS1-070
30;Turno 1;11,2;57,5;RS1-070
30;Turno 1;11,6;60;RS1-070
30;Turno 1;12;56,5;RS1-070
29;Turno 1;11,2;57,5;RS1-080
29;Turno 1;11,6;57,5;RS1-080
29;Turno 2;10,8;55,5;RS1-080
29;Turno 2;11,4;57;RS1-080
29;Turno 2;10;60,5;RS1-080
29;Turno 2;11,4;58;RS1-080
29;Turno 2;11,4;57,5;RS1-080
29;Turno 2;11,4;57,5;RS1-080
29;Turno 2;11,6;58,5;RS1-080
29;Turno 2;11,8;56;RS1-080
29;Turno 2;11,4;58,5;RS1-080
29;Turno 2;11;59;RS1-080
29;Turno 2;11,8;57;RS1-080
29;Turno 2;11,7;57;RS1-080
29;Turno 2;11,8;56,5;RS1-080
29;Turno 2;11,3;58,5;RS1-080
29;Turno 2;10,9;61;RS1-080
29;Turno 2;10,9;59,5;RS1-080
30;Turno 3;11,3;59;RS1-080
30;Turno 3;11,2;57,5;RS1-080
30;Turno 3;11,3;56,5;RS1-080
30;Turno 3;11,4;57;RS1-080
30;Turno 3;11,5;59;RS1-080
30;Turno 3;10,9;58,5;RS1-080
30;Turno 3;11,7;56,5;RS1-080
30;Turno 3;11,7;56;RS1-080
30;Turno 3;11,4;56;RS1-080
30;Turno 3;11,3;56,5;RS1-080
30;Turno 3;10,2;59;RS1-080
30;Turno 3;11,2;57;RS1-080
30;Turno 3;11,4;57;RS1-080
30;Turno 3;11,2;57;RS1-080
30;Turno 3;11,4;55,5;RS1-080
30;Turno 1;11,5;56,5;RS1-080
30;Turno 1;11,3;59;RS1-080
30;Turno 1;11,6;58,5;RS1-080
30;Turno 1;11,8;58;RS1-080
30;Turno 1;10,2;61;RS1-080
30;Turno 1;10,6;61,5;RS1-080
30;Turno 1;11,7;58;RS1-080
30;Turno 1;10,3;60,5;RS1-080
30;Turno 1;11,3;59,5;RS1-080
30;Turno 1;11,4;58,5;RS1-080
